Parent Compound	Preferred Name	SMILES	Non-generic Scaffold SMILES	Non-generic Scaffold ID	Generic Scaffold SMILES	Generic Scaffold ID	MESH Indications
CHEMBL1013	LORACARBEF	N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1	O=C(Cc1ccccc1)N[C@@H]1C(=O)N2C=CCC[C@H]12	SCAFFA622	C1CCC(CCCC2CC3CCCCC32)CC1	SCAFFB217	Bacterial Infections
CHEMBL1661	LACTITOL	OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO	C1CCOCC1	SCAFFA327	C1CCCCC1	SCAFFB3	Constipation
CHEMBL996	CEFOXITIN	CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21	O=C(Cc1cccs1)NC1C(=O)N2C=CCS[C@H]12	SCAFFA623	C1CCC(CCCC2CC3CCCCC32)C1	SCAFFB183	Pneumonia
CHEMBL1731	MEZLOCILLIN	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O	O=C(N[C@@H]1C(=O)N2CCS[C@H]12)[C@H](NC(=O)N1CCNC1=O)c1ccccc1	SCAFFA624	C1CCC(C(CCC2CCCC2)CCC2CC3CCCC32)CC1	SCAFFB428	Bacterial Infections
CHEMBL564085	TROLEANDOMYCIN	CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O	O=C1C[C@@H](O[C@H]2CCCCO2)C[C@@H](O[C@H]2CCCCO2)CC[C@@]2(CO2)C(=O)CCCCO1	SCAFFA625	C1CCCCC2(CCC(CC3CCCCC3)CC(CC3CCCCC3)CCC1)CC2	SCAFFB429	Bacterial Infections
CHEMBL1201195	CEFMETAZOLE	CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21	O=C1C[C@H]2SCC(CSc3nnn[nH]3)=CN12	SCAFFA626	C1CCC(CCC2CCC3CCC3C2)C1	SCAFFB430	Bacterial Infections
CHEMBL1554	DACTINOMYCIN	Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O	O=C1CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@@H](NC(=O)c2cc(=O)cc3oc4cccc(C(=O)N[C@H]5COC(=O)CNC(=O)CNC(=O)[C@@H]6CCCN6C(=O)CNC5=O)c4nc2-3)COC(=O)CN1	SCAFFA627	C1CCCCC(CCC2CCCC3CC4CCCC(CCC5CCCCCCCCCC6CCCC6CCCC5)C4CC23)CCCCC2CCCC2CCCC1	SCAFFB431	Wilms Tumor
CHEMBL1200737	COLFOSCERIL PALMITATE	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC		SCAFFA31		SCAFFB28	Respiratory Distress Syndrome, Newborn
CHEMBL602	CYSTEAMINE	NCCS		SCAFFA31		SCAFFB28	Cystinosis
CHEMBL556	DEFEROXAMINE	CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN		SCAFFA31		SCAFFB28	Iron Overload
CHEMBL29	BENZYLPENICILLIN	CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O	O=C(Cc1ccccc1)N[C@@H]1C(=O)N2CCS[C@H]12	SCAFFA268	C1CCC(CCCC2CC3CCCC23)CC1	SCAFFB184	Infections
CHEMBL1201204	CEFPIRAMIDE	Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1	O=C(N[C@@H](C(=O)N[C@@H]1C(=O)N2C=C(CSc3nnn[nH]3)CS[C@H]12)c1ccccc1)c1cccnc1	SCAFFA628	C1CCC(CCC(CCC2CC3CC(CCC4CCCC4)CCC23)C2CCCCC2)CC1	SCAFFB432	Bacterial Infections
CHEMBL1515	METHIMAZOLE	Cn1ccnc1S	c1c[nH]cn1	SCAFFA38	C1CCCC1	SCAFFB2	Hyperthyroidism
CHEMBL1537	AZLOCILLIN	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O	O=C(N[C@@H]1C(=O)N2CCS[C@H]12)[C@H](NC(=O)N1CCNC1=O)c1ccccc1	SCAFFA624	C1CCC(C(CCC2CCCC2)CCC2CC3CCCC32)CC1	SCAFFB428	Bacterial Infections
CHEMBL116	AMPRENAVIR	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1	O=C(N[C@H](CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)O[C@H]1CCOC1	SCAFFA629	C1CCC(CCCCC(CCCC2CCCC2)CC2CCCCC2)CC1	SCAFFB433	Virus Diseases
CHEMBL474579	CEFOTETAN	CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21	C=C1SC(C(=O)NC2C(=O)N3C=C(CSc4nnn[nH]4)CS[C@H]23)S1	SCAFFA630	C1CCC(CCC2CCC3C(CCC4CCC4)CC3C2)C1	SCAFFB434	Infections
CHEMBL1201046	CEFORANIDE	NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12	O=C(Cc1ccccc1)N[C@@H]1C(=O)N2C=C(CSc3nnn[nH]3)CS[C@H]12	SCAFFA631	C1CCC(CCCC2CC3CC(CCC4CCCC4)CCC23)CC1	SCAFFB435	Bacterial Infections
CHEMBL864	CARBINOXAMINE	CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1	c1ccc(Cc2ccccn2)cc1	SCAFFA424	C1CCC(CC2CCCCC2)CC1	SCAFFB21	Hypersensitivity
CHEMBL1604	CEPHRADINE	CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1	O=C(CC1=CCC=CC1)N[C@@H]1C(=O)N2C=CCS[C@H]12	SCAFFA632	C1CCC(CCCC2CC3CCCCC32)CC1	SCAFFB217	Bacterial Infections
CHEMBL1605	CEFTIBUTEN	Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1	C=C(C(=O)N[C@@H]1C(=O)N2C=CCS[C@H]12)c1cscn1	SCAFFA633	C1CCC(CCCC2CC3CCCCC32)C1	SCAFFB183	Bronchitis, Chronic
CHEMBL130	CHLORAMPHENICOL	O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl	c1ccccc1	SCAFFA3	C1CCCCC1	SCAFFB3	Eye Infections
CHEMBL1208	CINOXACIN	CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3	O=c1cn[nH]c2cc3c(cc12)OCO3	SCAFFA634	C1CCC2CC3CCCC3CC2C1	SCAFFB9	Bacterial Infections
CHEMBL530	AMDINOCILLIN	CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O	O=C1[C@@H](/N=C/N2CCCCCC2)[C@H]2SCCN12	SCAFFA635	C1CCCC(CCC2CC3CCCC32)CC1	SCAFFB436	Bacterial Infections
CHEMBL1729	CISAPRIDE	COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC	O=C(NC1CCN(CCCOc2ccccc2)CC1)c1ccccc1	SCAFFA636	C1CCC(CCCCC2CCC(CCC3CCCCC3)CC2)CC1	SCAFFB437	Digestive System Diseases
CHEMBL1292	CLOFAZIMINE	CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1	N=c1cc2n(-c3ccccc3)c3ccccc3nc-2cc1Nc1ccccc1	SCAFFA637	C1CCC(CC2CCC3C(C2)CC2CCCCC2C3C2CCCCC2)CC1	SCAFFB438	Leprosy
CHEMBL1346	DARIFENACIN	NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1	c1ccc(C(c2ccccc2)[C@@H]2CCN(CCc3ccc4c(c3)CCO4)C2)cc1	SCAFFA638	C1CCC(C(C2CCCCC2)C2CCC(CCC3CCC4CCCC4C3)C2)CC1	SCAFFB439	Urinary Bladder, Overactive
CHEMBL1040	CALCIFEDIOL	C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12	C=C1CCCC/C1=C/C=C1\CCCC2CCC[C@@H]12	SCAFFA26	C1CCC(CCC2CCCC3CCCC32)CC1	SCAFFB24	Renal Insufficiency, Chronic
CHEMBL135	ESTRADIOL	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O	c1ccc2c(c1)CC[C@@H]1[C@@H]2CCC2CCC[C@H]21	SCAFFA69	C1CCC2C(C1)CCC1C3CCCC3CCC21	SCAFFB37	Hypogonadism
CHEMBL1201235	METHYLHOMATROPINE	C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2	O=C(Cc1ccccc1)O[C@H]1C[C@H]2CC[C@@H](C1)[NH2+]2	SCAFFA639	C1CCC(CCCC2CC3CCC(C2)C3)CC1	SCAFFB146	Digestive System Diseases
CHEMBL1448	NICLOSAMIDE	O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O	O=C(Nc1ccccc1)c1ccccc1	SCAFFA640	C1CCC(CCC2CCCCC2)CC1	SCAFFB14	Helminthiasis
CHEMBL9	NORFLOXACIN	CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21	O=c1cc[nH]c2cc(N3CCNCC3)ccc12	SCAFFA641	C1CCC(C2CCC3CCCCC3C2)CC1	SCAFFB121	Eye Infections
CHEMBL1623	MECLIZINE	Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1	c1ccc(CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1	SCAFFA642	C1CCC(CC2CCC(C(C3CCCCC3)C3CCCCC3)CC2)CC1	SCAFFB440	Hypersensitivity
CHEMBL416	METHOXSALEN	COc1c2occc2cc2ccc(=O)oc12	O=c1ccc2cc3ccoc3cc2o1	SCAFFA643	C1CCC2CC3CCCC3CC2C1	SCAFFB9	Lymphoma, T-Cell
CHEMBL702	PIPERACILLIN	CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O	O=C1NCCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3CCS[C@H]23)c2ccccc2)C1=O	SCAFFA644	C1CCC(CCC(CCC2CC3CCCC32)C2CCCCC2)CC1	SCAFFB441	Bacterial Infections
CHEMBL590	MENADIONE	CC1=CC(=O)c2ccccc2C1=O	O=C1C=CC(=O)c2ccccc21	SCAFFA645	C1CCC2CCCCC2C1	SCAFFB32	Hemorrhage
CHEMBL1518	PROPYLTHIOURACIL	CCCc1cc(=O)[nH]c(=S)[nH]1	O=c1cc[nH]c(=S)[nH]1	SCAFFA646	C1CCCCC1	SCAFFB3	Hyperthyroidism
CHEMBL1115	PYRIDOSTIGMINE	CN(C)C(=O)Oc1ccc[n+](C)c1	c1cc[nH+]cc1	SCAFFA647	C1CCCCC1	SCAFFB3	Myasthenia Gravis
CHEMBL615	PENICILLIN V	CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O	O=C(COc1ccccc1)N[C@@H]1C(=O)N2CCS[C@H]12	SCAFFA648	C1CCC(CCCCC2CC3CCCC23)CC1	SCAFFB442	Endocarditis, Bacterial
CHEMBL625	THIABENDAZOLE	c1ccc2[nH]c(-c3cscn3)nc2c1	c1ccc2[nH]c(-c3cscn3)nc2c1	SCAFFA649	C1CCC(C2CC3CCCCC3C2)C1	SCAFFB443	Helminthiasis
CHEMBL453	SULFISOXAZOLE	Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C	O=S(=O)(Nc1ccno1)c1ccccc1	SCAFFA650	C1CCC(CCC2CCCC2)CC1	SCAFFB54	Eye Infections
CHEMBL1200359	SULFAMETER	COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1	O=S(=O)(Nc1ncccn1)c1ccccc1	SCAFFA651	C1CCC(CCC2CCCCC2)CC1	SCAFFB14	Bacterial Infections
CHEMBL446	SULFAMETHAZINE	Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1	O=S(=O)(Nc1ncccn1)c1ccccc1	SCAFFA651	C1CCC(CCC2CCCCC2)CC1	SCAFFB14	Bacterial Infections
CHEMBL403	SULBACTAM	CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O	O=C1C[C@@H]2N1CCS2(=O)=O	SCAFFA652	C1CC2CCC2C1	SCAFFB211	Bacterial Infections
CHEMBL1079	TIZANIDINE	Clc1ccc2nsnc2c1NC1=NCCN1	c1cc(NC2=NCCN2)c2nsnc2c1	SCAFFA653	C1CCC(CC2CCCC3CCCC32)C1	SCAFFB444	Muscle Spasticity
CHEMBL139367	PERAMIVIR	CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N	C1CCCC1	SCAFFA654	C1CCCC1	SCAFFB2	Virus Diseases
CHEMBL847	OXAMNIQUINE	CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1	c1ccc2c(c1)CCCN2	SCAFFA655	C1CCC2CCCCC2C1	SCAFFB32	Helminthiasis
CHEMBL850	SPARFLOXACIN	C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1	O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12	SCAFFA298	C1CCC(C2CCC3CCCC(C4CC4)C3C2)CC1	SCAFFB208	Bacterial Infections
CHEMBL1109	SULFAPHENAZOLE	Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1	O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccccc1	SCAFFA656	C1CCC(CCC2CCCC2C2CCCCC2)CC1	SCAFFB445	Eye Infections
CHEMBL1161681	NITROUS ACID	O=NO		SCAFFA31		SCAFFB28	Poisoning
CHEMBL439	SULFADIAZINE	Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1	O=S(=O)(Nc1ncccn1)c1ccccc1	SCAFFA651	C1CCC(CCC2CCCCC2)CC1	SCAFFB14	Malaria
CHEMBL1525826	SULFALENE	COc1nccnc1NS(=O)(=O)c1ccc(N)cc1	O=S(=O)(Nc1cnccn1)c1ccccc1	SCAFFA657	C1CCC(CCC2CCCCC2)CC1	SCAFFB14	Bacterial Infections
CHEMBL438	SULFAMERAZINE	Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1	O=S(=O)(Nc1ncccn1)c1ccccc1	SCAFFA651	C1CCC(CCC2CCCCC2)CC1	SCAFFB14	Bacterial Infections
CHEMBL1191	SULFAMETHIZOLE	Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1	O=S(=O)(Nc1nncs1)c1ccccc1	SCAFFA658	C1CCC(CCC2CCCC2)CC1	SCAFFB54	Eye Infections
CHEMBL1536	ERGOCALCIFEROL	C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12	C=C1CCCC/C1=C/C=C1\CCCC2CCC[C@@H]12	SCAFFA26	C1CCC(CCC2CCCC3CCCC32)CC1	SCAFFB24	Rickets, Hypophosphatemic
CHEMBL1475	TRIOXSALEN	Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1	O=c1ccc2cc3ccoc3cc2o1	SCAFFA643	C1CCC2CC3CCCC3CC2C1	SCAFFB9	Psoriasis
CHEMBL1749	EDETATE DISODIUM	O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O.[Na+].[Na+]		SCAFFA31		SCAFFB28	Eye Diseases
CHEMBL1200907	TRILOSTANE	C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O	C1=C[C@H]2O[C@]23CC[C@H]2[C@@H]4CCCC4CC[C@@H]2C3C1	SCAFFA659	C1CC2CCC3C(CCC45CC4CCCC35)C2C1	SCAFFB446	Adrenal Gland Diseases
CHEMBL1430	PENICILLAMINE	CC(C)(S)[C@@H](N)C(=O)O		SCAFFA31		SCAFFB28	Hepatolenticular Degeneration
CHEMBL620	CLIDINIUM	C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2	O=C(OC1C[NH+]2CCC1CC2)C(c1ccccc1)c1ccccc1	SCAFFA660	C1CCC(C(CCC2CC3CCC2CC3)C2CCCCC2)CC1	SCAFFB447	Digestive System Diseases
CHEMBL826	ENOXACIN	CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21	O=c1cc[nH]c2nc(N3CCNCC3)ccc12	SCAFFA661	C1CCC(C2CCC3CCCCC3C2)CC1	SCAFFB121	Bacterial Infections
CHEMBL893	DICLOXACILLIN	Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O	O=C(N[C@@H]1C(=O)N2CCS[C@H]12)c1conc1-c1ccccc1	SCAFFA599	C1CCC(C2CCCC2CCC2CC3CCCC32)CC1	SCAFFB409	Infections
CHEMBL430	GEMIFLOXACIN	CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN	N=C1CCN(c2ccc3c(=O)ccn(C4CC4)c3n2)C1	SCAFFA662	C1CCC(C2CCC3CCCC(C4CC4)C3C2)C1	SCAFFB448	Bacterial Infections
CHEMBL1200406	DIMENHYDRINATE	CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O	O=c1[nH]c(=O)c2[nH]cnc2[nH]1.c1ccc(Cc2ccccc2)cc1	SCAFFA663	C1CCC(CC2CCCCC2)CC1.C1CCC2CCCC2C1	SCAFFB449	Hypersensitivity
CHEMBL298734	LONAFARNIB	NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1	O=C(CC1CCNCC1)N1CCC([C@@H]2c3ccccc3CCc3cccnc32)CC1	SCAFFA664	C1CCC(CCC2CCC(C3C4CCCCC4CCC4CCCCC43)CC2)CC1	SCAFFB450	Progeria
CHEMBL561	LOMEFLOXACIN	CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21	O=c1cc[nH]c2cc(N3CCNCC3)ccc12	SCAFFA641	C1CCC(C2CCC3CCCCC3C2)CC1	SCAFFB121	Eye Infections
CHEMBL1585	PIPOBROMAN	O=C(CCBr)N1CCN(C(=O)CCBr)CC1	C1CNCCN1	SCAFFA665	C1CCCCC1	SCAFFB3	Neoplasms
CHEMBL5	NALIDIXIC ACID	CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21	O=c1cc[nH]c2ncccc12	SCAFFA666	C1CCC2CCCCC2C1	SCAFFB32	Bacterial Infections
CHEMBL1550	PHYTONADIONE	CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O	O=C1C=CC(=O)c2ccccc21	SCAFFA645	C1CCC2CCCCC2C1	SCAFFB32	Cystic Fibrosis
CHEMBL81	RALOXIFENE	O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12	O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccccc2)sc2ccccc12	SCAFFA667	C1CCC(CCCC2CCC(CC3C4CCCCC4CC3C3CCCCC3)CC2)CC1	SCAFFB451	Osteoporosis
CHEMBL3301800	CEFPROZIL	CC=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1	O=C(Cc1ccccc1)N[C@@H]1C(=O)N2C=CCS[C@H]12	SCAFFA312	C1CCC(CCCC2CC3CCCCC32)CC1	SCAFFB217	Pharyngitis
CHEMBL103	PROGESTERONE	CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	O=C1C=C2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CC1	SCAFFA77	C1CCC2C(C1)CCC1C3CCCC3CCC21	SCAFFB37	Uterine Hemorrhage
CHEMBL1201345	TETRADECYL SULFURIC ACID	CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)O		SCAFFA31		SCAFFB28	Varicose Veins
CHEMBL700	SULFAPYRIDINE	Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1	O=S(=O)(Nc1ccccn1)c1ccccc1	SCAFFA668	C1CCC(CCC2CCCCC2)CC1	SCAFFB14	Bacterial Infections
CHEMBL1570	SULFOXONE	O=S(O)CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)O)cc2)cc1	O=S(=O)(c1ccccc1)c1ccccc1	SCAFFA398	C1CCC(CC2CCCCC2)CC1	SCAFFB21	Leprosy
CHEMBL1342	OXYBATE	O=C(O)CCCO		SCAFFA31		SCAFFB28	Narcolepsy
CHEMBL2105395	OSPEMIFENE	OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1	C(=C(c1ccccc1)c1ccccc1)c1ccccc1	SCAFFA468	C1CCC(CC(C2CCCCC2)C2CCCCC2)CC1	SCAFFB324	Menopause
CHEMBL2104987	TEDUGLUTIDE	CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1c[nH]cn1)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)O)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)O)[C@@H](C)CC	O=C(CCc1c[nH]cn1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)NCC(=O)NCCc1c[nH]c2ccccc12	SCAFFA669	C(CCCCCCCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCC1CCCC1)CC1CCCCC1)CCCCCCCCCCCCCCCCCCCCCCCC(CCCCCCCCCCC1CCC2CCCCC12)CC1CCCCC1	SCAFFB452	Short Bowel Syndrome
CHEMBL231813	TELAPREVIR	CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1	O=C(CNC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)CNC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(=O)NC1CC1	SCAFFA670	C(CCCC1C(CCCCC(CCC2CCCCC2)C2CCCCC2)CC2CCCC21)CCC1CC1	SCAFFB453	Virus Diseases
CHEMBL457547	MICAFUNGIN	CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1	O=C(N[C@H]1CCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CNC1=O)c1ccc(-c2cc(-c3ccccc3)on2)cc1	SCAFFA671	C1CCC(CCC2CCCCC3CCCC3CCCCCC(CCC3CCC(C4CCC(C5CCCCC5)C4)CC3)CCCCC3CCCC3CC2)CC1	SCAFFB454	Candidiasis
CHEMBL1601	CEFONICID	O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12	O=C(Cc1ccccc1)N[C@@H]1C(=O)N2C=C(CSc3nnn[nH]3)CS[C@H]12	SCAFFA631	C1CCC(CCCC2CC3CC(CCC4CCCC4)CCC23)CC1	SCAFFB435	Bacterial Infections
CHEMBL1201303	PYRVINIUM	Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1	C(=C/c1ccc2ccccc2[nH+]1)\c1ccn(-c2ccccc2)c1	SCAFFA672	C1CCC(C2CCC(CCC3CCC4CCCCC4C3)C2)CC1	SCAFFB455	Helminthiasis
CHEMBL617	CEPHALOTHIN	CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1	O=C(Cc1cccs1)N[C@@H]1C(=O)N2C=CCS[C@H]12	SCAFFA673	C1CCC(CCCC2CC3CCCCC32)C1	SCAFFB183	Bacterial Infections
